project_original_id,patch_group_original_id,reviewer_count,author_count,comment_count,iteration_count,changed_lines_avg,changed_lines_first,changed_lines_last,changed_files_avg,changed_files_first,changed_files_last,incomplete_change_info,response_time,finalizing_time,is_accepted
ffmpeg-project-1,ffmpeg-change2-1,1,1,2,1,35.0,35,35,4.0,4,4,False,173.76222222222222,512.4233333333334,False
ffmpeg-project-1,ffmpeg-change2-2,1,1,2,1,2.0,2,2,1.0,1,1,False,1.8652777777777778,18.029444444444444,True
ffmpeg-project-1,ffmpeg-change2-3,1,1,4,1,6.0,6,6,1.0,1,1,False,29.55777777777778,379.805,False
ffmpeg-project-1,ffmpeg-change2-4,0,1,0,1,16.0,16,16,2.0,2,2,False,0.0,0.0,False
ffmpeg-project-1,ffmpeg-change2-5,1,1,1,1,2.0,2,2,1.0,1,1,False,5.813888888888888,5.813888888888888,False
ffmpeg-project-1,ffmpeg-change2-6,0,1,0,1,368.0,368,368,6.0,6,6,False,0.0,0.0,False
ffmpeg-project-1,ffmpeg-change2-7,1,1,1,1,7.0,7,7,2.0,2,2,False,67.49027777777778,67.49027777777778,False
ffmpeg-project-1,ffmpeg-change2-8,0,1,0,1,62.0,62,62,2.0,2,2,False,0.0,0.0,False
ffmpeg-project-1,ffmpeg-change2-9,0,1,0,1,13.0,13,13,2.0,2,2,False,0.0,0.0,False
ffmpeg-project-1,ffmpeg-change2-10,0,1,0,1,36.0,36,36,2.0,2,2,False,0.0,0.0,True
ffmpeg-project-1,ffmpeg-change2-11,0,1,0,1,42.0,42,42,2.0,2,2,False,0.0,0.0,False
ffmpeg-project-1,ffmpeg-change2-12,0,1,0,1,45.0,45,45,2.0,2,2,False,0.0,0.0,False
ffmpeg-project-1,ffmpeg-change2-13,0,1,0,1,23.0,23,23,2.0,2,2,False,0.0,0.0,False
ffmpeg-project-1,ffmpeg-change2-14,0,1,0,2,256.0,256,256,2.0,2,2,False,0.0,0.0,False
ffmpeg-project-1,ffmpeg-change2-15,3,1,10,2,17.0,17,17,1.0,1,1,False,19.75638888888889,27.016666666666666,False
ffmpeg-project-1,ffmpeg-change2-16,1,1,2,1,38.0,38,38,1.0,1,1,False,19.876944444444444,19.941111111111113,True
ffmpeg-project-1,ffmpeg-change2-17,0,1,0,2,476.0,476,476,1.0,1,1,False,0.0,0.0,False
ffmpeg-project-1,ffmpeg-change2-18,0,1,0,1,6.0,6,6,2.0,2,2,False,0.0,0.0,False
ffmpeg-project-1,ffmpeg-change2-19,2,1,2,1,5.0,5,5,1.0,1,1,False,70.6713888888889,82.01722222222223,False
ffmpeg-project-1,ffmpeg-change2-20,1,1,1,1,512.0,512,512,6.0,6,6,False,26.38083333333333,26.38083333333333,False
ffmpeg-project-1,ffmpeg-change2-21,1,1,3,1,3.0,3,3,2.0,2,2,False,0.024444444444444442,94.14388888888888,False
ffmpeg-project-1,ffmpeg-change2-22,4,1,10,1,16.0,16,16,1.0,1,1,False,16.898055555555555,99.55805555555555,True
ffmpeg-project-1,ffmpeg-change2-23,2,1,4,1,101.0,101,101,3.0,3,3,False,45.04888888888889,133.14694444444444,False
ffmpeg-project-1,ffmpeg-change2-24,0,1,0,1,31.0,31,31,2.0,2,2,False,0.0,0.0,False
ffmpeg-project-1,ffmpeg-change2-25,0,1,0,1,33.0,33,33,1.0,1,1,False,0.0,0.0,False
ffmpeg-project-1,ffmpeg-change2-26,1,1,1,1,34.0,34,34,1.0,1,1,False,3.286388888888889,3.286388888888889,True
ffmpeg-project-1,ffmpeg-change2-27,0,1,0,1,74.0,74,74,1.0,1,1,False,0.0,0.0,False
ffmpeg-project-1,ffmpeg-change2-28,1,1,3,1,6.0,6,6,1.0,1,1,False,19.58083333333333,43.872499999999995,False
ffmpeg-project-1,ffmpeg-change2-29,0,1,0,1,12.0,12,12,1.0,1,1,False,0.0,0.0,True
ffmpeg-project-1,ffmpeg-change2-30,0,1,0,1,10.0,10,10,1.0,1,1,False,0.0,0.0,True
ffmpeg-project-1,ffmpeg-change2-31,1,1,1,2,3.0,4,2,1.0,1,1,False,79.81777777777778,79.81777777777778,False
ffmpeg-project-1,ffmpeg-change2-32,1,1,2,1,2.0,2,2,1.0,1,1,False,0.43527777777777776,0.8869444444444444,True
ffmpeg-project-1,ffmpeg-change2-33,0,1,0,1,30.0,30,30,1.0,1,1,False,0.0,0.0,True
