project_original_id,patch_group_original_id,reviewer_count,author_count,comment_count,iteration_count,changed_lines_avg,changed_lines_first,changed_lines_last,changed_files_avg,changed_files_first,changed_files_last,incomplete_change_info,response_time,finalizing_time,is_accepted
kernel-project-399,kernel-change2-912754,0,1,0,1,49.0,49,49,1.0,1,1,False,0.0,0.0,False
kernel-project-399,kernel-change2-912755,0,1,0,1,121.0,121,121,1.0,1,1,False,0.0,0.0,False
kernel-project-399,kernel-change2-912756,0,1,0,1,110.0,110,110,7.0,7,7,False,0.0,0.0,False
kernel-project-399,kernel-change2-912757,0,1,1,1,36.0,36,36,4.0,4,4,False,0.035,0.035,False
kernel-project-399,kernel-change2-912758,0,1,0,1,23.0,23,23,6.0,6,6,False,0.0,0.0,False
kernel-project-399,kernel-change2-912759,4,1,29,1,103.0,103,103,7.0,7,7,False,627.9852777777778,5184.404166666666,False
kernel-project-399,kernel-change2-912760,2,1,3,1,61.0,61,61,4.0,4,4,False,1.0730555555555557,24.486666666666668,False
kernel-project-399,kernel-change2-912761,0,1,0,3,114.33333333333333,114,115,3.0,3,3,False,0.0,0.0,True
kernel-project-399,kernel-change2-912762,1,1,1,1,20.0,20,20,3.0,3,3,False,115.50333333333333,115.50333333333333,False
kernel-project-399,kernel-change2-912763,3,1,6,1,1.0,1,1,1.0,1,1,False,2.2455555555555553,6528.245,True
kernel-project-399,kernel-change2-912764,1,1,4,1,56.0,56,56,6.0,6,6,False,36.55972222222223,59.35388888888888,False
kernel-project-399,kernel-change2-912765,6,1,30,1,22.0,22,22,8.0,8,8,False,0.4386111111111111,8.025277777777777,False
kernel-project-399,kernel-change2-912766,1,1,1,2,15.0,15,15,3.0,3,3,False,13.06,13.06,True
kernel-project-399,kernel-change2-912767,0,1,0,1,7.0,7,7,1.0,1,1,False,0.0,0.0,False
kernel-project-399,kernel-change2-912768,0,1,0,3,29.666666666666668,39,11,1.0,1,1,False,0.0,0.0,True
kernel-project-399,kernel-change2-912769,0,1,0,2,59.0,59,59,1.0,1,1,False,0.0,0.0,False
kernel-project-399,kernel-change2-912770,0,1,0,1,3.0,3,3,1.0,1,1,False,0.0,0.0,True
kernel-project-399,kernel-change2-912771,1,1,2,3,344.6666666666667,345,339,4.333333333333333,4,4,False,7.691111111111111,476.17361111111114,True
kernel-project-399,kernel-change2-912772,1,1,1,1,1.0,1,1,1.0,1,1,False,53.36666666666667,53.36666666666667,True
kernel-project-399,kernel-change2-912773,1,1,4,5,98.0,98,98,2.0,2,2,False,302.1747222222222,463.03027777777777,True
kernel-project-399,kernel-change2-912774,2,1,4,5,76.8,73,96,3.0,3,3,False,2241.2194444444444,4003.7783333333336,True
kernel-project-399,kernel-change2-912775,0,1,0,1,51.0,51,51,1.0,1,1,False,0.0,0.0,True
kernel-project-399,kernel-change2-912776,0,1,0,2,34.0,34,34,1.0,1,1,False,0.0,0.0,True
kernel-project-399,kernel-change2-912777,0,1,0,4,32.5,32,34,1.0,1,1,False,0.0,0.0,True
kernel-project-399,kernel-change2-912778,1,1,3,3,40.666666666666664,35,51,3.0,3,3,False,93.87305555555555,94.1088888888889,True
kernel-project-399,kernel-change2-912779,0,1,0,2,8.0,8,8,1.0,1,1,False,0.0,0.0,True
kernel-project-399,kernel-change2-912780,1,1,1,1,47.0,47,47,1.0,1,1,False,81.19250000000001,81.19250000000001,False
kernel-project-399,kernel-change2-912781,1,1,1,1,242.0,242,242,1.0,1,1,False,77.35055555555556,77.35055555555556,False
kernel-project-399,kernel-change2-912782,1,1,2,1,2.0,2,2,2.0,2,2,False,50.14277777777777,55.73305555555555,False
kernel-project-399,kernel-change2-912783,0,1,0,3,15.0,15,15,1.0,1,1,False,0.0,0.0,True
kernel-project-399,kernel-change2-912784,3,1,4,1,4.0,4,4,1.0,1,1,False,95.6675,110.08722222222222,True
kernel-project-399,kernel-change2-912785,0,1,0,3,15.666666666666666,15,16,1.0,1,1,False,0.0,0.0,True
kernel-project-399,kernel-change2-912786,2,1,2,1,4.0,4,4,2.0,2,2,False,1.4483333333333335,11.778611111111111,True
kernel-project-399,kernel-change2-912787,3,1,4,3,15.0,15,15,1.0,1,1,False,1.9516666666666667,335.2316666666667,False
kernel-project-399,kernel-change2-912788,1,1,2,3,15.333333333333334,15,16,1.0,1,1,False,134.1613888888889,139.59444444444443,False
kernel-project-399,kernel-change2-912789,1,1,1,3,13.0,13,13,6.0,6,6,False,1.9541666666666666,1.9541666666666666,False
kernel-project-399,kernel-change2-912790,1,1,1,1,9.0,9,9,1.0,1,1,False,243.0427777777778,243.0427777777778,False
kernel-project-399,kernel-change2-912791,1,1,1,1,2.0,2,2,1.0,1,1,False,4553.022222222222,4553.022222222222,False
kernel-project-399,kernel-change2-912792,1,1,1,1,2.0,2,2,1.0,1,1,False,1.6836111111111112,1.6836111111111112,False
kernel-project-399,kernel-change2-912793,1,1,1,1,28.0,28,28,1.0,1,1,False,14.946388888888889,14.946388888888889,True
kernel-project-399,kernel-change2-912794,1,1,1,1,2.0,2,2,1.0,1,1,False,11.246666666666666,11.246666666666666,True
kernel-project-399,kernel-change2-912795,3,1,4,1,2.0,2,2,1.0,1,1,False,141.39388888888888,184.60361111111112,False
kernel-project-399,kernel-change2-912796,0,1,0,1,2.0,2,2,1.0,1,1,False,0.0,0.0,False
kernel-project-399,kernel-change2-912797,0,1,0,1,26.0,26,26,2.0,2,2,False,0.0,0.0,False
kernel-project-399,kernel-change2-912798,0,1,0,3,29.666666666666668,29,30,3.0,3,3,False,0.0,0.0,False
kernel-project-399,kernel-change2-912799,0,1,0,1,38.0,38,38,2.0,2,2,False,0.0,0.0,True
kernel-project-399,kernel-change2-912800,1,1,1,1,2.0,2,2,1.0,1,1,False,9.482222222222221,9.482222222222221,True
kernel-project-399,kernel-change2-912801,1,1,1,1,5.0,5,5,1.0,1,1,False,30.879166666666666,30.879166666666666,True
kernel-project-399,kernel-change2-912802,2,1,2,1,4.0,4,4,1.0,1,1,False,14.034722222222223,26.665833333333335,False
kernel-project-399,kernel-change2-912803,0,1,0,6,4.0,4,4,1.0,1,1,False,0.0,0.0,False
kernel-project-399,kernel-change2-912804,3,1,10,3,64.66666666666667,60,67,2.0,2,2,False,4.106944444444444,221.16555555555553,False
kernel-project-399,kernel-change2-912805,1,1,1,1,25.0,25,25,1.0,1,1,False,261.24555555555554,261.24555555555554,False
kernel-project-399,kernel-change2-912806,0,1,0,2,4.0,4,4,1.0,1,1,False,0.0,0.0,True
kernel-project-399,kernel-change2-912807,0,1,0,2,2.0,2,2,1.0,1,1,False,0.0,0.0,True
kernel-project-399,kernel-change2-912808,0,1,0,1,4.0,4,4,2.0,2,2,False,0.0,0.0,True
kernel-project-399,kernel-change2-912809,0,1,0,1,13.0,13,13,1.0,1,1,False,0.0,0.0,True
kernel-project-399,kernel-change2-912810,1,1,9,2,43.5,43,44,2.0,2,2,False,1.626111111111111,45.63777777777778,True
kernel-project-399,kernel-change2-912811,0,1,0,2,53.0,53,53,1.0,1,1,False,0.0,0.0,True
kernel-project-399,kernel-change2-912812,1,1,5,1,21.0,21,21,1.0,1,1,False,7.315555555555556,29.121944444444445,True
kernel-project-399,kernel-change2-912813,1,1,2,2,118.5,118,119,2.0,2,2,False,11.610555555555555,12.442499999999999,False
kernel-project-399,kernel-change2-912814,0,1,0,1,51.0,51,51,1.0,1,1,False,0.0,0.0,True
kernel-project-399,kernel-change2-912815,0,1,0,1,23.0,23,23,1.0,1,1,False,0.0,0.0,False
kernel-project-399,kernel-change2-912816,0,1,0,1,40.0,40,40,1.0,1,1,False,0.0,0.0,True
kernel-project-399,kernel-change2-912817,0,1,0,2,12.0,12,12,1.0,1,1,False,0.0,0.0,False
kernel-project-399,kernel-change2-912818,1,1,1,2,24.0,24,24,1.0,1,1,False,51.40805555555555,51.40805555555555,True
kernel-project-399,kernel-change2-912819,0,1,0,3,29.666666666666668,29,30,1.0,1,1,False,0.0,0.0,True
kernel-project-399,kernel-change2-912820,2,1,5,1,187.0,187,187,4.0,4,4,False,40.646388888888886,502.52472222222224,False
kernel-project-399,kernel-change2-912821,3,1,4,1,69.0,69,69,4.0,4,4,False,39.440555555555555,39.94222222222222,False
kernel-project-399,kernel-change2-912822,2,1,7,1,115.0,115,115,4.0,4,4,False,264.0775,618.6080555555556,False
kernel-project-399,kernel-change2-912823,0,1,0,1,55.0,55,55,8.0,8,8,False,0.0,0.0,False
kernel-project-399,kernel-change2-912824,3,1,3,3,39.666666666666664,35,42,7.0,7,7,False,0.12916666666666668,146.80888888888887,False
kernel-project-399,kernel-change2-912825,0,1,0,1,28.0,28,28,6.0,6,6,False,0.0,0.0,False
kernel-project-399,kernel-change2-912826,5,1,11,5,70.2,68,70,10.4,8,11,False,112.03222222222222,691.5605555555555,True
kernel-project-399,kernel-change2-912827,1,1,1,1,32.0,32,32,1.0,1,1,False,2.21,2.21,False
kernel-project-399,kernel-change2-912828,2,1,3,2,275.5,273,278,3.0,3,3,False,52.30166666666666,1582.703888888889,False
kernel-project-399,kernel-change2-912829,2,1,5,1,11.0,11,11,1.0,1,1,False,0.6952777777777778,2.2141666666666664,False
kernel-project-399,kernel-change2-912830,0,1,0,1,2.0,2,2,1.0,1,1,False,0.0,0.0,False
kernel-project-399,kernel-change2-912831,0,1,0,1,129.0,129,129,4.0,4,4,False,0.0,0.0,False
kernel-project-399,kernel-change2-912832,4,1,5,3,73.33333333333333,72,74,1.0,1,1,False,1.671111111111111,501.85555555555555,True
kernel-project-399,kernel-change2-912833,4,1,4,1,28.0,28,28,9.0,9,9,False,6.786388888888889,76.65416666666667,True
kernel-project-399,kernel-change2-912834,1,1,3,4,955.75,977,924,3.0,3,3,False,117.21916666666667,838.19,False
