metric,count,mean,std,min,25%,50%,75%,max
reviewer_count,76497,1.641149326117364,1.0149167216494686,1.0,1.0,1.0,2.0,15.0
author_count,76497,1.370380537798868,0.5487467788894305,1.0,1.0,1.0,2.0,15.0
comment_count,76497,4.180085493548766,5.218595262682454,1.0,1.0,2.0,5.0,141.0
iteration_count,76497,3.121913277644875,2.546099117116366,1.0,1.0,2.0,4.0,50.0
changed_lines_avg,76497,83.22586463131617,492.32996381238075,0.3333333333333333,6.5,20.0,59.0,75104.0
changed_files_avg,76497,2.8197965407245644,11.150778417887073,0.3333333333333333,1.0,1.0,3.0,818.3333333333334
changed_lines_last,76497,83.22819195524008,491.55507221228487,0.0,6.0,20.0,59.0,75104.0
changed_files_last,76497,2.8101102004000156,10.481469016153754,0.0,1.0,1.0,3.0,817.0
response_time,76383,313.643350385557,1670.0997258040009,0.0002777777777777,2.4901388888888887,18.753611111111116,134.68611111111113,121981.15555555555
finalizing_time,76462,853.8576050994104,2824.7995799697105,0.0091666666666666,22.482847222222222,131.12,576.3429166666666,121981.15555555555
is_accepted,76497,541.0,,,,,,
